date,sku,brand,title,price,winner_merchant,sellers_count,rating,review_count,question_count,minimum_price_30d,url
2026-09-14,HBCV0000ECFM65,Tonny Black,Tonny Black Kadın Beyaz Kauçuk Taban Bağcıklı Sneaker Modern Rahat Kalıp,815.35,tonny_black,1,4.5,111,111,662.97,https://www.hepsiburada.com/tonny-black-kadin-beyaz-kaucuk-taban-bagcikli-sneaker-modern-rahat-kalip-p-HBCV0000ECFM65
2026-09-14,HBCV0000ECFLIU,Tonny Black,Tonny Black Kadın Beyaz Lacivert Rahat Kalıp Kauçuk Taban Bağcıklı Sneaker,815.35,tonny_black,1,4.5,111,111,662.97,https://www.hepsiburada.com/tonny-black-kadin-beyaz-lacivert-rahat-kalip-kaucuk-taban-bagcikli-sneaker-p-HBCV0000ECFLIU
2026-09-14,HBCV0000ECFLUM,Tonny Black,Tonny Black Kadın Beyaz Füme Rahat Kalıp Kauçuk Taban Bağcıklı Sneaker,815.35,tonny_black,1,4.5,111,111,662.97,https://www.hepsiburada.com/tonny-black-kadin-beyaz-fume-rahat-kalip-kaucuk-taban-bagcikli-sneaker-p-HBCV0000ECFLUM
2026-09-14,HBCV00007T4DOI,Camper,"Camper Sneaker, 41, Antrasit",5999.4,Boyner,2,5,18,18,4799.5,https://www.hepsiburada.com/camper-sneaker-41-antrasit-p-HBCV00007T4DOI
2026-09-14,HBCV00009LQW97,Lufian,Lufian Tommy Erkek Deri Sneaker Ayakkabı Siyah,1599,TARTAR AYAKKABI,5,4.3,64,64,1359.15,https://www.hepsiburada.com/lufian-tommy-erkek-deri-sneaker-ayakkabi-siyah-p-HBCV00009LQW97
2026-09-14,HBCV00007HX6TJ,Lufian,Lufian Tommy Erkek Deri Sneaker Ayakkabı Lacivert,1599,TARTAR AYAKKABI,1,4.3,64,64,1359.15,https://www.hepsiburada.com/lufian-tommy-erkek-deri-sneaker-ayakkabi-lacivert-p-HBCV00007HX6TJ
2026-09-14,HBCV00009LQX5V,Lufian,Lufian Tommy Erkek Deri Sneaker Ayakkabı Siyah,1940,TARTAR AYAKKABI,7,4.3,64,64,1359.15,https://www.hepsiburada.com/lufian-tommy-erkek-deri-sneaker-ayakkabi-siyah-p-HBCV00009LQX5V
2026-09-14,HBV00001AZM6W,U.S. Polo Assn.,U.S. Polo Assn. Maybe Beyaz Kadın Sneaker Spor Ayakkabı,1983.15,Çukurova Spor,7,4.7,161,161,1989.5,https://www.hepsiburada.com/u-s-polo-assn-maybe-beyaz-kadin-sneaker-spor-ayakkabi-p-HBV00001AZM6W
2026-09-14,HBV00001AZLA4,U.S. Polo Assn.,U.S. Polo Assn. 1M Maybe Wmn Kadın Ayakkabı - 100605077,1980,AVORİOO,6,4.7,161,161,1980,https://www.hepsiburada.com/u-s-polo-assn-1m-maybe-wmn-kadin-ayakkabi-100605077-p-HBV00001AZLA4
2026-09-14,HBCV0000C7MCGN,U.S. Polo Assn.,U.s. Polo Assn. Lee 3fx Beyaz Erkek Sneaker,900,magazaserisonu,1,5,4,4,765,https://www.hepsiburada.com/u-s-polo-assn-lee-3fx-beyaz-erkek-sneaker-pm-HBC00003MOU5B
2026-09-14,HBCV000047HPPY,Lufian,Lufian Tommy Erkek Deri Sneaker Ayakkabı Lacivert,1499.99,Modacızade,5,4.3,565,565,1499.99,https://www.hepsiburada.com/lufian-tommy-erkek-deri-sneaker-ayakkabi-lacivert-p-HBCV000047HPPY
2026-09-14,HBCV00004BLECH,Lufian,Lufian Tommy Erkek Deri Sneaker Ayakkabı Taba,1948,BEYAZ SPOR,4,4.3,565,565,1699.15,https://www.hepsiburada.com/lufian-tommy-erkek-deri-sneaker-ayakkabi-taba-p-HBCV00004BLECH
2026-09-14,HBCV000047HOXD,Lufian,Lufian Tommy Lacivert Erkek Deri Sneaker Ayakkabı Düz Taban Bağcıklı Günlük Kullanım İçin,1948,BEYAZ SPOR,3,4.3,565,565,1699.15,https://www.hepsiburada.com/lufian-tommy-lacivert-erkek-deri-sneaker-ayakkabi-duz-taban-bagcikli-gunluk-kullanim-icin-p-HBCV000047HOXD
2026-09-14,HBCV00004BLEQ8,Lufian,Lufian Tommy Erkek Deri Sneaker Ayakkabı Beyaz,1599,TARTAR AYAKKABI,7,4.3,565,565,1359.15,https://www.hepsiburada.com/lufian-tommy-erkek-deri-sneaker-ayakkabi-beyaz-p-HBCV00004BLEQ8
2026-09-14,HBCV0000CVC7VE,Camper,Camper Drift Trail Erkek Siyah Sneaker K100928-021,7139.15,CAMPER TÜRKİYE,1,5,1,1,5461.45,https://www.hepsiburada.com/camper-drift-trail-erkek-siyah-sneaker-k100928-021-p-HBCV0000CVC7VE
2026-09-14,HBCV00006YN3WX,AVVA,AVVA Erkek Gri Nefes Alan Hafif Sneaker Ayakkabı A41Y8024,1414.99,AVVA,1,4.2,7,7,1414.79,https://www.hepsiburada.com/avva-erkek-gri-nefes-alan-hafif-sneaker-ayakkabi-a41y8024-p-HBCV00006YN3WX
2026-09-14,HBCV00006IF7S6,Muggo,Muggo Jabbar Unisex Ortopedik Günlük Garantili Bağcıklı Yürüyüş Koşu Sneaker Spor Ayakkabı,1388.61,MUGGO,1,3.7,341,341,459.37,https://www.hepsiburada.com/muggo-jabbar-unisex-ortopedik-gunluk-garantili-bagcikli-yuruyus-kosu-sneaker-spor-ayakkabi-p-HBCV00006IF7S6
2026-09-14,HBCV00007IIKVK,Muggo,Muggo Jabbar Unisex Ortopedik Günlük Garantili Bağcıklı Yürüyüş Koşu Sneaker Spor Ayakkabı,1388.61,MUGGO,1,3.7,341,341,459.37,https://www.hepsiburada.com/muggo-jabbar-unisex-ortopedik-gunluk-garantili-bagcikli-yuruyus-kosu-sneaker-spor-ayakkabi-p-HBCV00007IIKVK
2026-09-14,HBCV00007IIIIT,Muggo,Muggo Jabbar Unisex Ortopedik Günlük Garantili Bağcıklı Yürüyüş Koşu Sneaker Spor Ayakkabı,1388.61,MUGGO,1,3.7,341,341,459.37,https://www.hepsiburada.com/muggo-jabbar-unisex-ortopedik-gunluk-garantili-bagcikli-yuruyus-kosu-sneaker-spor-ayakkabi-p-HBCV00007IIIIT
2026-09-14,HBCV00006IF8CC,Muggo,Muggo Jabbar Unisex Ortopedik Günlük Garantili Bağcıklı Yürüyüş Koşu Sneaker Spor Ayakkabı,1388.61,MUGGO,1,3.7,341,341,459.37,https://www.hepsiburada.com/muggo-jabbar-unisex-ortopedik-gunluk-garantili-bagcikli-yuruyus-kosu-sneaker-spor-ayakkabi-p-HBCV00006IF8CC
2026-09-14,HBCV00006IF7P3,Muggo,Muggo Jabbar Unisex Ortopedik Günlük Garantili Bağcıklı Yürüyüş Koşu Sneaker Spor Ayakkabı,1388.61,MUGGO,1,3.7,341,341,459.37,https://www.hepsiburada.com/muggo-jabbar-unisex-ortopedik-gunluk-garantili-bagcikli-yuruyus-kosu-sneaker-spor-ayakkabi-p-HBCV00006IF7P3
2026-09-14,HBCV00005I2QI7,U.S. Polo Assn.,U.S. Polo Assn. Franco 3pr Anatomik Orijinal Ürün Rahat Unisex Sneaker Ayakkabı,738,5n spor,4,3.9,34,34,685,https://www.hepsiburada.com/u-s-polo-assn-franco-3pr-anatomik-orijinal-urun-rahat-unisex-sneaker-ayakkabi-p-HBCV00005I2QI7
2026-09-14,HBCV00005I2QHW,U.S. Polo Assn.,U.S. Polo Assn. Franco 3pr Anatomik Orijinal Ürün Rahat Unisex Sneaker Ayakkabı,830,5n spor,2,3.9,34,34,730,https://www.hepsiburada.com/u-s-polo-assn-franco-3pr-anatomik-orijinal-urun-rahat-unisex-sneaker-ayakkabi-p-HBCV00005I2QHW
2026-09-14,HBCV00005I2QI1,U.S. Polo Assn.,U.S. Polo Assn. Franco 3pr Anatomik Orijinal Ürün Rahat Unisex Sneaker Ayakkabı,767,5n spor,3,3.9,34,34,672,https://www.hepsiburada.com/u-s-polo-assn-franco-3pr-anatomik-orijinal-urun-rahat-unisex-sneaker-ayakkabi-p-HBCV00005I2QI1
2026-09-14,HBV000007ZTQB,Converse,Converse Chuck Taylor All Star Hi Unisex Siyah Sneaker.001,4999,Sporjinal,2,4.6,120,120,3284.34,https://www.hepsiburada.com/converse-chuck-taylor-all-star-hi-unisex-siyah-sneaker-001-p-HBV000007ZTQB
2026-09-14,HBCV0000GHHD4I,Converse,Converse Chuck Taylor All Star Erkek Günlük Ayakkabı,3999.99,SPX,1,4.6,120,120,3999.99,https://www.hepsiburada.com/converse-chuck-taylor-all-star-erkek-gunluk-ayakkabi-p-HBCV0000GHHD4I
2026-09-14,HBCV0000749MB3,Tergan,Tergan  Lacivert Hakiki Nubuk Deri Erkek Sneaker - E24I1AY56694-C39,1739.99,TERGAN,1,4.7,3,3,1739.99,https://www.hepsiburada.com/tergan-lacivert-hakiki-nubuk-deri-erkek-sneaker-e24i1ay56694-c39-p-HBCV0000749MB3
2026-09-14,HBCV00006L0ECX,Tergan,Tergan  Gri Hakiki Nubuk Deri Erkek Sneaker - E24I1AY56694-A40,1739.99,TERGAN,1,4.7,3,3,1739.99,https://www.hepsiburada.com/tergan-gri-hakiki-nubuk-deri-erkek-sneaker-e24i1ay56694-a40-p-HBCV00006L0ECX
2026-09-14,HBCV0000A7EOOM,Lumberjack,Pol 5fx Beyaz Erkek Sneaker-Beyaz,2499,GÜL.KUNDURA,1,5,2,2,2499,https://www.hepsiburada.com/pol-5fx-beyaz-erkek-sneaker-beyaz-p-HBCV0000A7EOOM
2026-09-14,HBCV0000A7EOQ6,Lumberjack,Lumberjack POL 5FX Beyaz Erkek Sneaker,1949,BEYHOME,5,5,2,2,1949,https://www.hepsiburada.com/lumberjack-pol-5fx-beyaz-erkek-sneaker-p-HBCV0000A7EOQ6
2026-09-14,HBCV00005TS06B,Letao,Letao Erkek Hafif Rahat Günlük Cırtlı Spor Yürüyüş Sneaker 1811,700,Letao,1,4.3,67,67,849.91,https://www.hepsiburada.com/letao-erkek-hafif-rahat-gunluk-cirtli-spor-yuruyus-sneaker-1811-p-HBCV00005TS06B
2026-09-14,HBCV00000D9IOX,U.S. Polo Assn.,U.S. Polo Assn. Kares Wt 1pr Siyah Erkek Sneaker Ayakkabı,975,5n spor,3,4.6,17,17,825,https://www.hepsiburada.com/u-s-polo-assn-kares-wt-1pr-siyah-erkek-sneaker-ayakkabi-p-HBCV00000D9IOX
2026-09-14,HBCV00000DPGKO,U.S. Polo Assn.,U.S. Polo Assn. Kares Wt 1pr Lacivert Erkek Sneaker Ayakkabı,2299.9,Uygun Dünya,1,4.6,17,17,1954.91,https://www.hepsiburada.com/u-s-polo-assn-kares-wt-1pr-lacivert-erkek-sneaker-ayakkabi-p-HBCV00000DPGKO
2026-09-14,HBCV0000EYYRAJ,Greyder,Greyder Erkek Siyah Günlük Spor Ayakkabı 6Y1SA18140L,5199.9,GREYDER,1,4.7,3,3,5199.9,https://www.hepsiburada.com/greyder-erkek-siyah-gunluk-spor-ayakkabi-6y1sa18140l-p-HBCV0000EYYRAJ
2026-09-14,HBCV0000EO7W0Y,Greyder,Greyder Erkek Vizon Günlük Spor Ayakkabı 6Y1SA18140L,5199.9,GREYDER,1,4.7,3,3,5199.9,https://www.hepsiburada.com/greyder-erkek-vizon-gunluk-spor-ayakkabi-6y1sa18140l-p-HBCV0000EO7W0Y
2026-09-14,HBCV00007DK7IZ,Vicco,Vicco 346.P23Y.168-02 Mask Hava Taban Siyah Çocuk Spor Ayakkabı V5,1898.95,Çukurova Spor,1,4.2,5,5,1898.95,https://www.hepsiburada.com/vicco-346-p23y-168-02-mask-hava-taban-siyah-cocuk-spor-ayakkabi-v5-p-HBCV00007DK7IZ
2026-09-14,HBCV0000DKF2HJ,Greyder,Greyder Kadın Beyaz Günlük Spor Ayakkabı 6Y2SA34400,1999.9,GREYDER,1,5,2,2,1999.9,https://www.hepsiburada.com/greyder-kadin-beyaz-gunluk-spor-ayakkabi-6y2sa34400-p-HBCV0000DKF2HJ
2026-09-14,HBCV0000DKFJYG,Greyder,Greyder Kadın Gümüş Günlük Spor Ayakkabı 6Y2SA34400,1999.9,GREYDER,1,5,2,2,1999.9,https://www.hepsiburada.com/greyder-kadin-gumus-gunluk-spor-ayakkabi-6y2sa34400-p-HBCV0000DKFJYG
2026-09-14,HBCV0000DKFRL1,Greyder,Greyder Kadın Siyah Günlük Spor Ayakkabı 6Y2SA34400,1999.9,GREYDER,1,5,2,2,1999.9,https://www.hepsiburada.com/greyder-kadin-siyah-gunluk-spor-ayakkabi-6y2sa34400-p-HBCV0000DKFRL1
2026-09-14,HBCV00007D9VJX,Dark Seer,Dark Seer Unisex Beyaz Mavi Sneaker Spor Ayakkabı 2026 - DS.MJ1838,999.9,Darkseer,1,3.9,16,16,849.91,https://www.hepsiburada.com/dark-seer-unisex-beyaz-mavi-sneaker-spor-ayakkabi-2026-ds-mj1838-p-HBCV00007D9VJX
2026-09-14,HBCV0000G6S2S0,Dark Seer,Dark Seer Beyaz Siyah Yeşil Unisex Sneaker,999.9,Darkseer,1,3.9,16,16,849.91,https://www.hepsiburada.com/dark-seer-beyaz-siyah-yesil-unisex-sneaker-p-HBCV0000G6S2S0
2026-09-14,HBCV00007D9VJY,Dark Seer,Dark Seer DS.MJ1838 Sneaker 2026 Unisex,999.9,Darkseer,1,3.9,16,16,849.91,https://www.hepsiburada.com/dark-seer-ds-mj1838-sneaker-2026-unisex-p-HBCV00007D9VJY
2026-09-14,HBCV00007D9VQ2,Dark Seer,Dark Seer DS.MJ1838 Sneaker 2026 Unisex,999.9,Darkseer,1,3.9,16,16,849.91,https://www.hepsiburada.com/dark-seer-ds-mj1838-sneaker-2026-unisex-p-HBCV00007D9VQ2
2026-09-14,HBCV0000D6X56L,Dockers by Gerli,Dockers By Gerli Betıs 6fx Siyah Erkek Sneaker,2996.99,FLO,3,5,5,5,1669.21,https://www.hepsiburada.com/dockers-by-gerli-betis-6fx-siyah-erkek-sneaker-p-HBCV0000D6X56L
2026-09-14,HBCV0000AI2OWF,U.S. Polo Assn.,U.S. Polo Assn. Kadın Lacivert Spor Ayakkabı 50313799-VR033,5999.95,U.S. Polo Assn.,1,4.7,55,55,2159.98,https://www.hepsiburada.com/u-s-polo-assn-kadin-lacivert-spor-ayakkabi-50313799-vr033-p-HBCV0000AI2OWF
2026-09-14,HBCV0000AI2MY4,U.S. Polo Assn.,U.S. Polo Assn. Kadın Beyaz Spor Ayakkabı 50313799-VR013,5999.95,U.S. Polo Assn.,1,4.7,55,55,2159.98,https://www.hepsiburada.com/u-s-polo-assn-kadin-beyaz-spor-ayakkabi-50313799-vr013-p-HBCV0000AI2MY4
